[19Dec2024 00:02:30.752] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 12], pos: MutableBlockPos{x=-280, y=145, z=192}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:04.469] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, 20], pos: MutableBlockPos{x=-135, y=60, z=320}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:04.470] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, 20], pos: MutableBlockPos{x=-134, y=62, z=322}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:04.470] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-9, 20], pos: MutableBlockPos{x=-133, y=60, z=322}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:04.470] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, 20], pos: MutableBlockPos{x=-127, y=61, z=323}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:08.401] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, 19], pos: MutableBlockPos{x=-159, y=99, z=314}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:03:08.490] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, 22], pos: MutableBlockPos{x=-160, y=101, z=352}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:08.491] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, 22], pos: MutableBlockPos{x=-158, y=102, z=354}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:24.476] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, 9], pos: MutableBlockPos{x=-115, y=84, z=144}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:03:24.476] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, 9], pos: MutableBlockPos{x=-115, y=83, z=144}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:03:24.476] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, 9], pos: MutableBlockPos{x=-115, y=82, z=144}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:03:24.476] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 9], pos: MutableBlockPos{x=-110, y=83, z=144}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:03:24.476] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, 9], pos: MutableBlockPos{x=-113, y=83, z=145}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:03:24.477] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 9], pos: MutableBlockPos{x=-112, y=84, z=144}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:03:24.477] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 9], pos: MutableBlockPos{x=-108, y=83, z=145}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:03:25.689] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-100, y=63, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.689] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-100, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.690] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-101, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.690] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-99, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.690] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-97, y=61, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.690] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-98, y=62, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.690] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-98, y=75, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.690] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-100, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.690] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-99, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.690] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-98, y=75, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.690] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-99, y=63, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.691] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-100, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.691] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-101, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.691] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-100, y=74, z=129}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.691] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-99, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.691] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-99, y=63, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.691] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-99, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.691] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-100, y=63, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.691] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-98, y=75, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.691] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-100, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.691] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-101, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.691] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-99, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.692] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-100, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.725] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-99, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.725] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-98, y=75, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.726] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-99, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.726] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-98, y=62, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.726] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-101, y=64, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.726] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-99, y=63, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.726] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-100, y=63, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:25.726] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-7, 8], pos: BlockPos{x=-99, y=74, z=128}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:03:29.479] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 14], pos: MutableBlockPos{x=-384, y=122, z=229}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/fire]
[19Dec2024 00:03:29.566] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 10], pos: MutableBlockPos{x=-384, y=103, z=164}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:29.566] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 10], pos: MutableBlockPos{x=-384, y=102, z=164}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:29.566] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 10], pos: MutableBlockPos{x=-384, y=101, z=164}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:29.567] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 9], pos: MutableBlockPos{x=-382, y=102, z=157}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:29.567] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 9], pos: MutableBlockPos{x=-382, y=101, z=157}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:29.567] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 9], pos: MutableBlockPos{x=-382, y=100, z=157}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:29.567] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 9], pos: MutableBlockPos{x=-382, y=102, z=158}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:29.567] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 9], pos: MutableBlockPos{x=-382, y=101, z=158}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:29.567] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 9], pos: MutableBlockPos{x=-382, y=100, z=158}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:29.567] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 9], pos: MutableBlockPos{x=-383, y=102, z=159}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:29.567] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 9], pos: MutableBlockPos{x=-383, y=101, z=159}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:29.567] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 9], pos: MutableBlockPos{x=-383, y=100, z=159}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:03:29.567] [Worker-Main-12/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-24, 9], pos: MutableBlockPos{x=-382, y=102, z=159}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
